source,milestone,name,style,version,file_name,code
optimised,m0,11,,,Exercise0.java,"package thkoeln.st.st2praktikum.exercise;

import java.awt.Point;

public class Exercise0 implements Walkable {

    private static final int ROOM_WIDTH;
    private static final int ROOM_HEIGHT;

    private Point location;
    private boolean[][] walls;

    static {
        ROOM_WIDTH = 12;
        ROOM_HEIGHT = 8;
    }

    public Exercise0() {
        location = new Point(3, 0);
        initializeRoom();
        setupWalls();
    }

    private void initializeRoom() {
        walls = new boolean[ROOM_WIDTH][ROOM_HEIGHT];

        for (int i = 0; i < ROOM_HEIGHT; i++) {
            for (int j = 0; j < ROOM_WIDTH; j++) {
                walls[j][i] = false;
            }
        }
    }

    private void setupWalls() {
        for (int i = 0; i < ROOM_HEIGHT; i++) {
            for (int j = 0; j < ROOM_WIDTH; j++) {
                if (j == 3 && i < 4) {
                    walls[j][i] = true;
                }

                if (j == 7 && i < 3) {
                    walls[j][i] = true;
                }

                if (j > 3 && j < 8 && i == 4) {
                    walls[j][i] = true;
                }

                if (i == 3 && j > 3 && j < 8) {
                    walls[j][i] = true;
                }
            }
        }
    }

    public void addWall(int x, int y) {
        if (x >= 0 && x < ROOM_WIDTH && y >= 0 && y < ROOM_HEIGHT) {
            walls[x][y] = true;
        }
    }

    public void removeWall(int x, int y) {
        if (x >= 0 && x < ROOM_WIDTH && y >= 0 && y < ROOM_HEIGHT) {
            walls[x][y] = false;
        }
    }

    public boolean isWall(int x, int y) {
        if (x >= 0 && x < ROOM_WIDTH && y >= 0 && y < ROOM_HEIGHT) {
            return walls[x][y];
        }
        return false;
    }

    public String walkTo(String walkCommandString) {
        String[] command = walkCommandString.substring(1, walkCommandString.length() - 1).split("","");
        String direction = command[0];
        int steps = Integer.parseInt(command[1]);

        for (int i = 0; i < steps; i++) {
            switch (direction) {
                case ""no"":
                    moveNorth();
                    break;
                case ""ea"":
                    moveEast();
                    break;
                case ""so"":
                    moveSouth();
                    break;
                case ""we"":
                    moveWest();
                    break;
            }
        }

        return ""("" + location.x + "","" + location.y + "")"";
    }

    private void moveNorth() {
        System.out.println(""Attempting to move North..."");

        int potentialNewY = location.y + 1;
        if (potentialNewY < ROOM_HEIGHT) {
            System.out.println(""New location is within room height."");

            if (!walls[location.x][potentialNewY]) {
                System.out.println(""No wall detected at new location. Proceeding with the move."");
                location.y = potentialNewY;
            } else {
                System.out.println(""Wall detected at new location. Cannot move North."");
            }
        } else {
            System.out.println(""New location exceeds room height. Cannot move North."");
        }
    }

    private void moveEast() {
        System.out.println(""Attempting to move East..."");

        int potentialNewX = location.x + 1;
        if (potentialNewX < ROOM_WIDTH) {
            System.out.println(""New location is within room width."");

            if (!walls[potentialNewX][location.y]) {
                System.out.println(""No wall detected at new location. Proceeding with the move."");
                location.x = potentialNewX;
            } else {
                System.out.println(""Wall detected at new location. Cannot move East."");
            }
        } else {
            System.out.println(""New location exceeds room width. Cannot move East."");
        }
    }

    private void moveSouth() {
        System.out.println(""Attempting to move South..."");

        int potentialNewY = location.y - 1;
        if (potentialNewY >= 0) {
            System.out.println(""New location is within room height."");

            if (!walls[location.x][potentialNewY]) {
                System.out.println(""No wall detected at new location. Proceeding with the move."");
                location.y = potentialNewY;
            } else {
                System.out.println(""Wall detected at new location. Cannot move South."");
            }
        } else {
            System.out.println(""New location is less than 0. Cannot move South."");
        }
    }

    private void moveWest() {
        System.out.println(""Attempting to move West..."");

        int potentialNewX = location.x - 1;
        if (potentialNewX >= 0) {
            System.out.println(""New location is within room width."");

            if (!walls[potentialNewX][location.y]) {
                System.out.println(""No wall detected at new location. Proceeding with the move."");
                location.x = potentialNewX;
            } else {
                System.out.println(""Wall detected at new location. Cannot move West."");
            }
        } else {
            System.out.println(""New location is less than 0. Cannot move West."");
        }
    }

}
"
optimised,m0,11,,,Walkable.java,"package thkoeln.st.st2praktikum.exercise;

public interface Walkable {
    String walkTo(String walkCommandString);
}
"
optimised,m0,12,,,Exercise0.java,"package thkoeln.st.st2praktikum.exercise;

import java.util.*;

public class Exercise0 implements Walkable {

    private Position robotPosition;

    public Exercise0() {
        robotPosition = new Position(3, 0);
    }

    private class Position {
        int x;
        int y;

        Position(int x, int y) {
            this.x = x;
            this.y = y;
        }

        @Override
        public String toString() {
            return ""("" + this.x + "","" + this.y + "")"";
        }
    }

    private int getWidth() {
        return 12;
    }

    private int getHeight() {
        return 8;
    }

    private List<Set<Integer>> getHorizontalWalls() {
        return Arrays.asList(
            new HashSet<>(Arrays.asList(3, 4, 5, 6, 7)),
            new HashSet<>(Arrays.asList(1, 2, 3, 4, 5, 6, 7, 8))
        );
    }

    private List<Set<Integer>> getVerticalWalls() {
        return Arrays.asList(
            new HashSet<>(Arrays.asList(0, 1, 2, 3)),
            new HashSet<>(Arrays.asList(0, 1, 2))
        );
    }

    @Override
    public String walkTo(String walkCommandString) {
        if (walkCommandString == null || walkCommandString.isEmpty()) {
            throw new IllegalArgumentException(""Command cannot be null or empty"");
        }


        if (walkCommandString.length() < 6 || walkCommandString.charAt(0) != '[' || walkCommandString.charAt(3) != ',' || walkCommandString.charAt(walkCommandString.length() - 1) != ']') {
            throw new IllegalArgumentException(""Invalid command format"");
        }

        String direction = walkCommandString.substring(1, 3);
        int steps;
        try {
            steps = Integer.parseInt(walkCommandString.substring(4, walkCommandString.length() - 1));
        } catch (NumberFormatException e) {
            throw new IllegalArgumentException(""Invalid number of steps"");
        }


        if (steps < 0) {
            throw new IllegalArgumentException(""Number of steps cannot be negative"");
        }


        List<Set<Integer>> horizontalWalls = getHorizontalWalls();
        List<Set<Integer>> verticalWalls = getVerticalWalls();

        switch (direction) {
            case ""no"":
                for (int i = 0; i < steps && robotPosition.y < getHeight() - 1; i++) {
                    if (!horizontalWalls.contains(robotPosition.y + 1) || !horizontalWalls.get(robotPosition.y + 1).contains(robotPosition.x)) {
                        robotPosition.y++;
                    } else break;
                }
                break;
            case ""so"":
                for (int i = 0; i < steps && robotPosition.y > 0; i++) {
                    if (!horizontalWalls.contains(robotPosition.y) || !horizontalWalls.get(robotPosition.y).contains(robotPosition.x)) {
                        robotPosition.y--;
                    } else break;
                }
                break;
            case ""ea"":
                for (int i = 0; i < steps && robotPosition.x < getWidth() - 1; i++) {
                    if (!verticalWalls.contains(robotPosition.x + 1) || !verticalWalls.get(robotPosition.x + 1).contains(robotPosition.y)) {
                        robotPosition.x++;
                    } else break;
                }
                break;
            case ""we"":
                for (int i = 0; i < steps && robotPosition.x > 0; i++) {
                    if (!verticalWalls.contains(robotPosition.x) || !verticalWalls.get(robotPosition.x).contains(robotPosition.y)) {
                        robotPosition.x--;
                    } else break;
                }
                break;
            default:
                throw new IllegalArgumentException(""Invalid direction"");
        }


        return robotPosition.toString();
    }
}

"
optimised,m0,12,,,Walkable.java,"package thkoeln.st.st2praktikum.exercise;

public interface Walkable {
    String walkTo(String walkCommandString);
}
"
optimised,m0,13,,,Exercise0.java,"package thkoeln.st.st2praktikum.exercise;

import java.awt.Point;
import java.util.ArrayList;
import java.util.List;

public class Exercise0 implements Walkable {

    private final int MAX_X = 11;  // x coordinates range from 0 to 11
    private final int MAX_Y = 7;   // y coordinates range from 0 to 7


    private Point currentPosition = new Point(3, 0);


    private List<List<Point>> walls;


    public Exercise0() {


        initWalls();
    }


    private void initWalls() {


        walls = new ArrayList<>();

        List<Point> wall1 = List.of(
                new Point(3,0),
                new Point(3,1),
                new Point(3,2),
                new Point(3,3)
        );

        List<Point> wall2 = List.of(
                new Point(7,0),
                new Point(7,1),
                new Point(7,2)
        );

        List<Point> wall3 = List.of(
                new Point(4,3),
                new Point(5,3),
                new Point(6,3),
                new Point(7,3)
        );

        List<Point> wall4 = List.of(
                new Point(1,4),
                new Point(2,4),
                new Point(3,4),
                new Point(4,4),
                new Point(5,4),
                new Point(6,4),
                new Point(7,4),
                new Point(8,4)
        );

        walls.add(wall1);
        walls.add(wall2);
        walls.add(wall3);
        walls.add(wall4);
    }


    @Override
    public String walkTo(String walkCommandString) {


        if (walkCommandString == null || walkCommandString.isEmpty()) {
            throw new IllegalArgumentException(""Invalid command string"");
        }


        String command = walkCommandString.replace(""["", """").replace(""]"", """");
        String[] parts = command.split("","");


        if (parts.length != 2) {
            throw new IllegalArgumentException(""Invalid command string format"");
        }


        String direction = parts[0];
        int steps;
        try {
            steps = Integer.parseInt(parts[1]);
        } catch (NumberFormatException e) {
            throw new IllegalArgumentException(""Invalid number of steps"");
        }


        moveRobot(direction, steps);


        return currentPosition.toString();
    }


    private void moveRobot(String direction, int steps) {


        int dx = 0, dy = 0;
        switch (direction) {
            case ""no"":
                dy = 1;
                break;
            case ""ea"":
                dx = 1;
                break;
            case ""so"":
                dy = -1;
                break;
            case ""we"":
                dx = -1;
                break;
            default:
                throw new IllegalArgumentException(""Invalid direction"");
        }


        for (int i = 0; i < steps; i++) {
            Point nextPosition = new Point(currentPosition.x + dx, currentPosition.y + dy);


            if (!isValidPosition(nextPosition)) {
                break;
            }


            currentPosition = nextPosition;
        }
    }


    private boolean isValidPosition(Point point) {


        if (point.x < 0 || point.x > MAX_X || point.y < 0 || point.y > MAX_Y) {
            return false;
        }


        for (List<Point> wall : walls) {
            if (wall.contains(point)) {
                return false;
            }
        }


        return true;
    }
}


"
optimised,m0,13,,,Walkable.java,"package thkoeln.st.st2praktikum.exercise;

public interface Walkable {
    String walkTo(String walkCommandString);
}
"
optimised,m0,14,,,Exercise0.java,"package thkoeln.st.st2praktikum.exercise;

import java.util.*;
import java.util.regex.Matcher;
import java.util.regex.Pattern;

public class Exercise0 implements Walkable {
    private int x, y;  // current position
    private int MAX_X = 12, MAX_Y = 8;  // room size
    private static final Pattern COMMAND_PATTERN = Pattern.compile(""\\[(\\w+),(\\d+)\\]"");
    private Set<String> walls;

    public Exercise0() {
        // Initialize starting position
        x = 3;
        y = 0;

        // Initialize walls
        walls = new HashSet<>();
        addWalls();
    }

    // Implement the walkTo method from the Walkable interface
    @Override
    public String walkTo(String walkCommandString) {
        Matcher matcher = COMMAND_PATTERN.matcher(walkCommandString);
        if (!matcher.matches()) {
            throw new IllegalArgumentException(""Invalid walk command: "" + walkCommandString);
        }

        String direction = matcher.group(1);
        int steps = Integer.parseInt(matcher.group(2));

        switch (direction) {
            case ""no"":
                walkNorth(steps);
                break;
            case ""ea"":
                walkEast(steps);
                break;
            case ""so"":
                walkSouth(steps);
                break;
            case ""we"":
                walkWest(steps);
                break;
            default:
                throw new IllegalArgumentException(""Invalid direction: "" + direction);
        }

        return ""("" + x + "","" + y + "")"";
    }

    // New method to change room size
    public void changeRoomSize(int maxX, int maxY) {
        if (maxX < 1 || maxY < 1) {
            throw new IllegalArgumentException(""Room size must be at least 1x1"");
        }
        MAX_X = maxX;
        MAX_Y = maxY;
    }

    // New method to add a wall at a given position
    public void addWall(int x, int y) {
        if (x < 0 || x >= MAX_X || y < 0 || y >= MAX_Y) {
            throw new IllegalArgumentException(""Wall position out of bounds"");
        }
        walls.add(""("" + x + "","" + y + "")"");
    }

    // New methods for complex movements

    public void moveInSquare(int size) {
        walkEast(size);
        walkNorth(size);
        walkWest(size);
        walkSouth(size);
    }

    public void moveInZigZag(int size) {
        for (int i = 0; i < size; i++) {
            walkEast(1);
            walkNorth(1);
            walkEast(1);
            walkSouth(1);
        }
    }

    // Helper methods to walk in different directions
    private void walkNorth(int steps) {
        while (steps-- > 0 && y < MAX_Y - 1 && !isWall(x, y + 1)) {
            y++;
        }
    }

    private void walkEast(int steps) {
        while (steps-- > 0 && x < MAX_X - 1 && !isWall(x + 1, y)) {
            x++;
        }
    }

    private void walkSouth(int steps) {
        while (steps-- > 0 && y > 0 && !isWall(x, y - 1)) {
            y--;
        }
    }

    private void walkWest(int steps) {
        while (steps-- > 0 && x > 0 && !isWall(x - 1, y)) {
            x--;
        }
    }

    // Method to check if a cell is a wall
    private boolean isWall(int x, int y) {
        return walls.contains(""("" + x + "","" + y + "")"");
    }

    // Method to add walls
    private void addWalls() {
        addWall(3, 0, 3, 3);
        addWall(7, 0, 7, 2);
        addWall(4, 3, 7, 3);
        addWall(1, 4, 8, 4);
        // Add boundary walls
        addWall(0, 0, 0, MAX_Y - 1);
        addWall(0, 0, MAX_X - 1, 0);
        addWall(MAX_X - 1, 0, MAX_X - 1, MAX_Y - 1);
        addWall(0, MAX_Y - 1, MAX_X - 1, MAX_Y - 1);
    }

    // Helper method to add a wall
    private void addWall(int x1, int y1, int x2, int y2) {
        if (x1 == x2) {  // vertical wall
            for (int y = y1; y <= y2; y++) {
                walls.add(""("" + x1 + "","" + y + "")"");
            }
        } else {  // horizontal wall
            for (int x = x1; x <= x2; x++) {
                walls.add(""("" + x + "","" + y1 + "")"");
            }
        }
    }
}


"
optimised,m0,14,,,Walkable.java,"package thkoeln.st.st2praktikum.exercise;

public interface Walkable {
    String walkTo(String walkCommandString);
}
"
optimised,m0,15,,,Cell.java,"package thkoeln.st.st2praktikum.exercise;

class Cell {
    private final int x;
    private final int y;

    public Cell(int x, int y) {
        this.x = x;
        this.y = y;
    }

    public int getX() { return x; }
    public int getY() { return y; }

    @Override
    public String toString() {
        return ""("" + x + "","" + y + "")"";
    }
}
"
optimised,m0,15,,,Exercise0.java,"package thkoeln.st.st2praktikum.exercise;

import java.util.HashMap;

public class Exercise0 implements Walkable {
    private final Robot robot;

    public Exercise0() {
        boolean[][] room = new boolean[12][8];
        for (int i = 0; i <= 11; i++) {
            for (int j = 0; j <= 7; j++) {
                room[i][j] = true;
            }
        }

        for (int i = 0; i <= 3; i++) {
            room[3][i] = false;
        }

        for (int i = 0; i <= 2; i++) {
            room[7][i] = false;
        }

        for (int i = 4; i <= 7; i++) {
            room[i][3] = false;
        }

        for (int i = 1; i <= 8; i++) {
            room[i][4] = false;
        }

        robot = new Robot(new Cell(3, 0), room);
    }

    @Override
    public String walkTo(String walkCommandString) {
        return robot.walk(walkCommandString).toString();
    }
}

"
optimised,m0,15,,,Robot.java,"package thkoeln.st.st2praktikum.exercise;

import java.util.HashMap;

class Robot {
    private Cell cell;
    private final boolean[][] room;
    private static final HashMap<String, int[]> DIRECTIONS = new HashMap<>();

    static {
        DIRECTIONS.put(""no"", new int[]{0, 1});
        DIRECTIONS.put(""ea"", new int[]{1, 0});
        DIRECTIONS.put(""so"", new int[]{0, -1});
        DIRECTIONS.put(""we"", new int[]{-1, 0});
    }

    public Robot(Cell cell, boolean[][] room) {
        this.cell = cell;
        this.room = room;
    }

    public Cell walk(String walkCommandString) throws IllegalArgumentException {
        String[] command = parseCommand(walkCommandString);
        int[] direction = DIRECTIONS.get(command[0]);
        int steps = Integer.parseInt(command[1]);

        for (int i = 0; i < steps; i++) {
            int newX = cell.getX() + direction[0];
            int newY = cell.getY() + direction[1];

            if (newX < 0 || newX >= room.length || newY < 0 || newY >= room[0].length || !room[newX][newY]) {
                break;
            }

            cell = new Cell(newX, newY);
        }

        return cell;
    }

    private String[] parseCommand(String walkCommandString) throws IllegalArgumentException {
        String[] command = walkCommandString.replace(""["", """").replace(""]"", """").split("","");
        if (command.length != 2 || !DIRECTIONS.containsKey(command[0]) || !isInteger(command[1])) {
            throw new IllegalArgumentException(""Invalid command: "" + walkCommandString);
        }
        return command;
    }

    private boolean isInteger(String str) {
        try {
            Integer.parseInt(str);
            return true;
        } catch (NumberFormatException e) {
            return false;
        }
    }
}
"
optimised,m0,15,,,Walkable.java,"package thkoeln.st.st2praktikum.exercise;

public interface Walkable {
    String walkTo(String walkCommandString);
}
"
optimised,m0,16,,,Command.java,"package thkoeln.st.st2praktikum.exercise;

class Command {

    private String direction;
    private int steps;

    public static Command parse(String commandString) throws IllegalArgumentException {
        commandString = commandString.substring(1, commandString.length()-1);
        String[] parts = commandString.split("","");
        return new Command(parts[0], Integer.parseInt(parts[1]));
    }

    public Command(String direction, int steps) {
        this.direction = direction;
        this.steps = steps;
    }

    public void execute(Robot robot) {
        switch (direction) {
            case ""no"":
                robot.moveNorth(steps);
                break;
            case ""ea"":
                robot.moveEast(steps);
                break;
            case ""so"":
                robot.moveSouth(steps);
                break;
            case ""we"":
                robot.moveWest(steps);
                break;
        }
    }
}
"
optimised,m0,16,,,Exercise0.java,"package thkoeln.st.st2praktikum.exercise;

import java.util.*;
import java.lang.*;

public class Exercise0 implements Walkable {

    private static final int ROOM_WIDTH = 12;
    private static final int ROOM_HEIGHT = 8;

    private Robot robot;

    public Exercise0() {
        this.robot = new Robot(3, 0);
        setupWalls();
    }

    private void setupWalls() {
        Wall.setupBoundaryWalls(ROOM_WIDTH, ROOM_HEIGHT);
        Wall.addWall(new Wall(3, 0, 3, 3));
        Wall.addWall(new Wall(7, 0, 7, 2));
        Wall.addWall(new Wall(4, 3, 7, 3));
        Wall.addWall(new Wall(1, 4, 8, 4));
    }

    @Override
    public String walkTo(String walkCommandString) {
        try {
            Command command = Command.parse(walkCommandString);
            this.robot.walk(command);
        } catch (Exception e) {
            System.err.println(""Error executing command: "" + e.getMessage());
        }
        return robot.getPosition();
    }
}


"
optimised,m0,16,,,Robot.java,"package thkoeln.st.st2praktikum.exercise;

class Robot {
    private int x, y;

    public Robot(int x, int y) {
        this.x = x;
        this.y = y;
    }

    public void walk(Command command) {
        command.execute(this);
    }

    public String getPosition() {
        return ""("" + this.x + "","" + this.y + "")"";
    }

    public void moveNorth(int steps) {
        for (int i = 0; i < steps; i++) {
            if (!Wall.isWall(x, y+1)) y++;
        }
    }

    public void moveEast(int steps) {
        for (int i = 0; i < steps; i++) {
            if (!Wall.isWall(x+1, y)) x++;
        }
    }

    public void moveSouth(int steps) {
        for (int i = 0; i < steps; i++) {
            if (!Wall.isWall(x, y-1)) y--;
        }
    }

    public void moveWest(int steps) {
        for (int i = 0; i < steps; i++) {
            if (!Wall.isWall(x-1, y)) x--;
        }
    }
}

"
optimised,m0,16,,,Walkable.java,"package thkoeln.st.st2praktikum.exercise;

public interface Walkable {
    String walkTo(String walkCommandString);
}
"
optimised,m0,16,,,Wall.java,"package thkoeln.st.st2praktikum.exercise;

import java.util.ArrayList;
import java.util.List;

class Wall {

    private static List<Wall> walls = new ArrayList<>();

    private int x1, y1, x2, y2;

    public Wall(int x1, int y1, int x2, int y2) {
        this.x1 = Math.min(x1, x2);
        this.y1 = Math.min(y1, y2);
        this.x2 = Math.max(x1, x2);
        this.y2 = Math.max(y1, y2);
    }

    public static void setupBoundaryWalls(int width, int height) {
        addWall(new Wall(0, 0, width-1, 0));
        addWall(new Wall(0, 0, 0, height-1));
        addWall(new Wall(0, height-1, width-1, height-1));
        addWall(new Wall(width-1, 0, width-1, height-1));
    }

    public static void addWall(Wall wall) {
        walls.add(wall);
    }

    public static boolean isWall(int x, int y) {
        for (Wall wall : walls) {
            if ((wall.x1 == x && y >= wall.y1 && y <= wall.y2) ||
                    (wall.y1 == y && x >= wall.x1 && x <= wall.x2)) {
                return true;
            }
        }
        return false;
    }
}
"
optimised,m0,17,,,Exercise0.java,"package thkoeln.st.st2praktikum.exercise;

import java.util.ArrayList;
import java.util.List;
import java.util.regex.Matcher;
import java.util.regex.Pattern;

public class Exercise0 implements Walkable {
    private Position position;
    private Room room;
    private List<String> history;

    public Exercise0() {
        this.room = new Room(12, 8);
        this.position = new Position(3, 0);
        this.history = new ArrayList<>();
        this.room.addWall(3, 0, 3, 3);
        this.room.addWall(7, 0, 7, 2);
        this.room.addWall(4, 3, 7, 3);
        this.room.addWall(1, 4, 8, 4);
        addHistory();
    }

    public void addWall(int x1, int y1, int x2, int y2) {
        this.room.addWall(x1, y1, x2, y2);
    }

    @Override
    public String walkTo(String walkCommandString) {
        Matcher matcher = Pattern.compile(""\\[(.*?),(.*?)\\]"").matcher(walkCommandString);
        if (!matcher.matches()) {
            throw new IllegalArgumentException(""Invalid command format"");
        }
        String direction = matcher.group(1);
        int steps = Integer.parseInt(matcher.group(2));

        for (int i = 0; i < steps; i++) {
            switch (direction) {
                case ""no"":
                    if (position.y < room.height - 1 && !room.walls[position.x][position.y+1]) {
                        position.y++;
                    }
                    break;
                case ""ea"":
                    if (position.x < room.width - 1 && !room.walls[position.x+1][position.y]) {
                        position.x++;
                    }
                    break;
                case ""so"":
                    if (position.y > 0 && !room.walls[position.x][position.y-1]) {
                        position.y--;
                    }
                    break;
                case ""we"":
                    if (position.x > 0 && !room.walls[position.x-1][position.y]) {
                        position.x--;
                    }
                    break;
                default:
                    throw new IllegalArgumentException(""Unknown direction: "" + direction);
            }
        }
        addHistory();
        return ""("" + position.x + "","" + position.y + "")"";
    }

    private void addHistory() {
        history.add(""("" + position.x + "","" + position.y + "")"");
    }

    public List<String> getHistory() {
        return new ArrayList<>(history);
    }
}

// 10 empty lines follow







"
optimised,m0,17,,,Position.java,"package thkoeln.st.st2praktikum.exercise;

class Position {
    public int x, y;
    public Position(int x, int y) {
        this.x = x;
        this.y = y;
    }
}
"
optimised,m0,17,,,Room.java,"package thkoeln.st.st2praktikum.exercise;

class Room {
    public int width, height;
    public boolean[][] walls;

    public Room(int width, int height) {
        this.width = width;
        this.height = height;
        this.walls = new boolean[width][height];
    }

    public void addWall(int x1, int y1, int x2, int y2) {
        for (int x = x1; x <= x2; x++) {
            for (int y = y1; y <= y2; y++) {
                this.walls[x][y] = true;
            }
        }
    }
}

"
optimised,m0,17,,,Walkable.java,"package thkoeln.st.st2praktikum.exercise;

public interface Walkable {
    String walkTo(String walkCommandString);
}
"
optimised,m0,18,,,Exercise0.java,"package thkoeln.st.st2praktikum.exercise;

import java.awt.Point;
import java.util.Arrays;
import java.util.List;
import java.util.stream.Collectors;

public class Exercise0 implements Walkable {

    private final Point robotLocation;

    private final int roomWidth;

    private final int roomHeight;

    private final List<Point> walls;

    public Exercise0() {

        this.robotLocation = new Point(3, 0);

        this.roomWidth = 12;

        this.roomHeight = 8;

        this.walls = Arrays.asList(
                new Point(3, 3),
                new Point(7, 2),
                new Point(7, 3),
                new Point(8, 4)
        );
    }

    @Override
    public String walkTo(String walkCommandString) {
        try {

            // Parse and validate command
            String[] command = parseCommand(walkCommandString);

            // Move robot
            moveRobot(command);

        } catch (Exception e) {

            // Handle error
            System.err.println(e.getMessage());
        }

        return getRobotLocation();
    }

    // More functions, tangentially related or not, for possible future needs

    public String getRobotLocation() {
        return String.format(""(%d,%d)"",
                robotLocation.x,
                robotLocation.y
        );
    }

    public boolean isWallAt(Point location) {
        return walls.contains(location);
    }

    public void validateLocation(Point location) throws Exception {

        if (
                location.x < 0
                        || location.y < 0
                        || location.x >= roomWidth
                        || location.y >= roomHeight
        ) {
            throw new Exception(""Invalid location: outside of room."");
        }

        if (isWallAt(location)) {
            throw new Exception(""Invalid location: wall detected."");
        }
    }

    private void moveRobot(String[] command) throws Exception {

        Point newLocation = new Point(robotLocation);

        int steps = Integer.parseInt(command[1]);

        switch (command[0]) {

            case ""no"":
                newLocation.y += steps;
                break;

            case ""ea"":
                newLocation.x += steps;
                break;

            case ""so"":
                newLocation.y -= steps;
                break;

            case ""we"":
                newLocation.x -= steps;
                break;

            default:
                throw new Exception(""Invalid direction in command."");
        }

        validateLocation(newLocation);

        robotLocation.setLocation(newLocation);
    }

    private String[] parseCommand(String commandString) throws Exception {

        String command = commandString.replace(""["", """").replace(""]"", """");

        String[] commandParts = command.split("","");

        if (commandParts.length != 2) {
            throw new Exception(""Invalid command format."");
        }

        return commandParts;
    }
}"
optimised,m0,18,,,Walkable.java,"package thkoeln.st.st2praktikum.exercise;

public interface Walkable {
    String walkTo(String walkCommandString);
}
"
optimised,m0,19,,,Exercise0.java,"package thkoeln.st.st2praktikum.exercise;

import java.util.*;
import java.awt.Point;

public class Exercise0 implements Walkable {

    private Point currentLocation;
    private final Map<String, Point> directions;
    private final int[][] roomGrid;
    private final int roomWidth = 12;
    private final int roomHeight = 8;

    public Exercise0() {

        this.currentLocation = new Point(3, 0);

        this.roomGrid = new int[roomWidth][roomHeight];

        this.directions = new HashMap<>();
        directions.put(""no"", new Point(0, 1));
        directions.put(""ea"", new Point(1, 0));
        directions.put(""so"", new Point(0, -1));
        directions.put(""we"", new Point(-1, 0));

        initializeWalls();
    }

    private void initializeWalls() {

        for (int x = 0; x < roomWidth; x++) {
            for (int y = 0; y < roomHeight; y++) {
                roomGrid[x][y] = (x == 0 || x == roomWidth-1 || y == 0 || y == roomHeight-1) ? 1 : 0;
            }
        }

        for (int y = 0; y <= 3; y++) roomGrid[3][y] = 1;
        for (int y = 0; y <= 2; y++) roomGrid[7][y] = 1;
        for (int x = 4; x <= 7; x++) roomGrid[x][3] = 1;
        for (int x = 1; x <= 8; x++) roomGrid[x][4] = 1;
    }

    public String walkTo(String walkCommandString) {

        String direction = walkCommandString.substring(1, 3);
        int steps = Integer.parseInt(walkCommandString.substring(4, walkCommandString.length() - 1));
        Point directionVector = directions.get(direction);

        if (directionVector == null) return ""Invalid command"";

        while (steps > 0) {
            Point nextLocation = new Point(currentLocation.x + directionVector.x, currentLocation.y + directionVector.y);
            if (!isFree(nextLocation)) break;
            currentLocation = nextLocation;
            steps--;
        }

        return formatLocation();
    }

    private boolean isFree(Point location) {

        if (location.x < 0 || location.y < 0 || location.x >= roomWidth || location.y >= roomHeight) return false;

        return roomGrid[location.x][location.y] == 0;
    }

    private String formatLocation() {

        return String.format(""(%d,%d)"", currentLocation.x, currentLocation.y);
    }

    public boolean isValidCoordinate(int x, int y) {

        return x >= 0 && x < roomWidth && y >= 0 && y < roomHeight;
    }

    public void addWall(int x, int y) {

        if (isValidCoordinate(x, y)) roomGrid[x][y] = 1;
    }

    public void removeWall(int x, int y) {

        if (isValidCoordinate(x, y)) roomGrid[x][y] = 0;
    }

    public String getCellStatus(int x, int y) {

        if (!isValidCoordinate(x, y)) return ""Invalid coordinate"";

        return roomGrid[x][y] == 0 ? ""Free"" : ""Wall"";
    }

    public String getRoomLayout() {

        StringBuilder sb = new StringBuilder();

        for (int y = roomHeight - 1; y >= 0; y--) {
            for (int x = 0; x < roomWidth; x++) {
                sb.append(roomGrid[x][y] == 0 ? ""."" : ""#"");
            }
            sb.append(""\n"");
        }

        return sb.toString();
    }
}


"
optimised,m0,19,,,Walkable.java,"package thkoeln.st.st2praktikum.exercise;

public interface Walkable {
    String walkTo(String walkCommandString);
}
"
