problem_id,source,code,cleaned_code,num_chars,num_lines,avg_line_length,max_line_length,num_digits,num_empty_lines,num_whitespace,num_indents,num_method_declarations,num_break,num_continue,num_with,num_assert,num_except,num_not,num_or,num_and,num_none,num_in,num_yield,num_pass,num_raise,num_for,num_while,num_comparators,num_local_vars,avg_name_length,max_name_length,num_function_calls,num_loops,num_if_statements,num_return_statements,num_exceptions_raised,num_list_comprehensions,num_dict_comprehensions,num_set_comprehensions,num_imported_modules,num_list_operations,num_dict_operations,num_set_operations,num_lambda_functions,num_generator_expressions,num_attributes_accessed,cyclomatic_complexity,halstead_operators,halstead_operands,halstead_length,halstead_volume,halstead_difficulty,halstead_effort,halstead_time,halstead_bugs
HumanEval/10,human,"    if not string:
        return ''

    beginning_of_suffix = 0

    while not is_palindrome(string[beginning_of_suffix:]):
        beginning_of_suffix += 1

    return string + string[:beginning_of_suffix][::-1]
","if not string:
    return ''

beginning_of_suffix = 0

while not is_palindrome(string[beginning_of_suffix:]):
    beginning_of_suffix += 1

return string + string[:beginning_of_suffix][::-1]",190,9,30.333333333333332,54,3,3,44,32,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,19.0,19,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,3,3,5,16.36452797660028,36.0,2.1,75.60000000000001,4.2,0.012
HumanEval/11,human,"    def xor(i, j):
        if i == j:
            return '0'
        else:
            return '1'

    return ''.join(xor(x, y) for x, y in zip(a, b))
","def xor(i, j):
    if i == j:
        return '0'
    else:
        return '1'

return ''.join(xor(x, y) for x, y in zip(a, b))",126,7,20.0,47,2,1,63,48,1,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,1,0,0.0,0,3,0,1,3,0,0,0,0,0,0,0,0,1,1,1,2,1,2,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
HumanEval/12,human,"    if not strings:
        return None

    maxlen = max(len(x) for x in strings)
    for s in strings:
        if len(s) == maxlen:
            return s
","if not strings:
    return None

maxlen = max(len(x) for x in strings)
for s in strings:
    if len(s) == maxlen:
        return s",130,7,20.666666666666668,37,0,1,56,40,0,0,0,0,0,0,1,2,0,1,2,0,0,0,2,0,1,1,6.0,6,3,1,2,2,0,0,0,0,0,0,0,0,0,1,0,5,2,3,6.754887502163469,11.60964047443681,1.0,11.60964047443681,0.6449800263576005,0.0038698801581456034
HumanEval/13,human,"    while b:
        a, b = b, a % b
    return a
","while b:
    a, b = b, a % b
return a",37,3,11.666666666666666,19,0,0,24,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6.0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
HumanEval/14,human,"    result = []

    for i in range(len(string)):
        result.append(string[:i+1])
    return result
","result = []

for i in range(len(string)):
    result.append(string[:i+1])
return result",87,5,20.75,31,1,1,26,20,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,6.0,6,3,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2,1,2,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
HumanEval/15,human,"    return ' '.join([str(x) for x in range(n + 1)])
",return ' '.join([str(x) for x in range(n + 1)]),47,1,47.0,47,1,0,12,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,1,2,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
HumanEval/16,human,"    return len(set(string.lower()))
",return len(set(string.lower())),31,1,31.0,31,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval/17,human,"    note_map = {'o': 4, 'o|': 2, '.|': 1}
    return [note_map[x] for x in music_string.split(' ') if x]
","note_map = {'o': 4, 'o|': 2, '.|': 1}
return [note_map[x] for x in music_string.split(' ') if x]",96,2,47.5,58,3,0,23,8,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,1,8.0,8,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval/18,human,"    times = 0

    for i in range(len(string) - len(substring) + 1):
        if string[i:i+len(substring)] == substring:
            times += 1

    return times
","times = 0

for i in range(len(string) - len(substring) + 1):
    if string[i:i+len(substring)] == substring:
        times += 1

return times",141,7,27.0,49,3,2,47,32,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,5.0,5,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,9,33.28421251514428,53.77443751081735,1.6666666666666667,89.62406251802892,4.9791145843349405,0.017924812503605784
HumanEval/19,human,"    value_map = {
        'zero': 0,
        'one': 1,
        'two': 2,
        'three': 3,
        'four': 4,
        'five': 5,
        'six': 6,
        'seven': 7,
        'eight': 8,
        'nine': 9
    }
    return ' '.join(sorted([x for x in numbers.split(' ') if x], key=lambda x: value_map[x]))
","value_map = {
    'zero': 0,
    'one': 1,
    'two': 2,
    'three': 3,
    'four': 4,
    'five': 5,
    'six': 6,
    'seven': 7,
    'eight': 8,
    'nine': 9
}
return ' '.join(sorted([x for x in numbers.split(' ') if x], key=lambda x: value_map[x]))",254,13,18.615384615384617,89,10,0,116,92,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,9.0,9,3,0,0,1,0,1,0,0,0,0,1,0,1,0,2,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval/20,human,"    closest_pair = None
    distance = None

    for idx, elem in enumerate(numbers):
        for idx2, elem2 in enumerate(numbers):
            if idx != idx2:
                if distance is None:
                    distance = abs(elem - elem2)
                    closest_pair = tuple(sorted([elem, elem2]))
                else:
                    new_distance = abs(elem - elem2)
                    if new_distance < distance:
                        distance = new_distance
                        closest_pair = tuple(sorted([elem, elem2]))

    return closest_pair
","closest_pair = None
distance = None

for idx, elem in enumerate(numbers):
    for idx2, elem2 in enumerate(numbers):
        if idx != idx2:
            if distance is None:
                distance = abs(elem - elem2)
                closest_pair = tuple(sorted([elem, elem2]))
            else:
                new_distance = abs(elem - elem2)
                if new_distance < distance:
                    distance = new_distance
                    closest_pair = tuple(sorted([elem, elem2]))

return closest_pair",518,16,35.92857142857143,63,7,2,234,196,0,0,0,0,0,0,0,4,0,3,2,0,0,0,2,0,2,3,10.0,12,8,2,3,1,0,0,0,0,0,2,0,0,0,0,0,6,4,7,27.651484454403228,51.89147427955947,2.857142857142857,148.26135508445563,8.236741949136423,0.01729715809318649
HumanEval/21,human,"    min_number = min(numbers)
    max_number = max(numbers)
    return [(x - min_number) / (max_number - min_number) for x in numbers]
","min_number = min(numbers)
max_number = max(numbers)
return [(x - min_number) / (max_number - min_number) for x in numbers]",122,3,40.0,70,0,0,27,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,10.0,10,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,5,13.60964047443681,25.26619429851844,1.2,30.319433158222125,1.6844129532345624,0.008422064766172813
HumanEval/22,human,"    return [x for x in values if isinstance(x, int)]
","return [x for x in values if isinstance(x, int)]",48,1,48.0,48,0,0,12,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval/23,human,"    return len(string)
",return len(string),18,1,18.0,18,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval/24,human,"    for i in reversed(range(n)):
        if n % i == 0:
            return i
","for i in reversed(range(n)):
    if n % i == 0:
        return i",64,3,20.666666666666668,28,1,0,33,24,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0.0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,4,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312
HumanEval/25,human,"    import math
    fact = []
    i = 2
    while i <= int(math.sqrt(n) + 1):
        if n % i == 0:
            fact.append(i)
            n //= i
        else:
            i += 1

    if n > 1:
        fact.append(n)
    return fact
","import math
fact = []
i = 2
while i <= int(math.sqrt(n) + 1):
    if n % i == 0:
        fact.append(i)
        n //= i
    else:
        i += 1

if n > 1:
    fact.append(n)
return fact",186,13,14.5,33,5,1,107,84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2,2.5,4,4,1,2,1,0,0,0,0,1,1,0,0,0,0,3,4,6,7,35.161259458730164,77.70923408096293,6.0,466.2554044857776,25.903078026987643,0.025903078026987644
HumanEval/26,human,"    import collections
    c = collections.Counter(numbers)
    return [n for n in numbers if c[n] <= 1]
","import collections
c = collections.Counter(numbers)
return [n for n in numbers if c[n] <= 1]",92,3,30.0,40,1,0,24,12,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,1,1.0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,3,1,2,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
HumanEval/27,human,"    return string.swapcase()
",return string.swapcase(),24,1,24.0,24,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval/28,human,"    return ''.join(strings)
",return ''.join(strings),23,1,23.0,23,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval/29,human,"    return [x for x in strings if x.startswith(prefix)]
",return [x for x in strings if x.startswith(prefix)],51,1,51.0,51,0,0,11,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval/30,human,"    return [e for e in l if e > 0]
",return [e for e in l if e > 0],30,1,30.0,30,1,0,13,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,2,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
HumanEval/31,human,"    if n < 2:
        return False
    for k in range(2, n - 1):
        if n % k == 0:
            return False
    return True
","if n < 2:
    return False
for k in range(2, n - 1):
    if n % k == 0:
        return False
return True",104,6,16.5,25,4,0,57,40,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0.0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,4,4,6,23.509775004326936,39.863137138648355,2.6666666666666665,106.3016990363956,5.905649946466422,0.013287712379549451
HumanEval/32,human,"    begin, end = -1., 1.
    while poly(xs, begin) * poly(xs, end) > 0:
        begin *= 2.0
        end *= 2.0
    while end - begin > 1e-10:
        center = (begin + end) / 2.0
        if poly(xs, center) * poly(xs, begin) > 0:
            begin = center
        else:
            end = center
    return begin
","begin, end = -1., 1.
while poly(xs, begin) * poly(xs, end) > 0:
    begin *= 2.0
    end *= 2.0
while end - begin > 1e-10:
    center = (begin + end) / 2.0
    if poly(xs, center) * poly(xs, begin) > 0:
        begin = center
    else:
        end = center
return begin",269,11,23.545454545454547,46,13,0,118,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,6.5,12,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,6,14,68.81274391313339,138.3016990363956,4.5,622.3576456637802,34.5754247590989,0.0461005663454652
HumanEval/33,human,"    l = list(l)
    l[::3] = sorted(l[::3])
    return l
","l = list(l)
l[::3] = sorted(l[::3])
return l",44,3,14.0,23,2,0,17,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3.5,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval/34,human,"    return sorted(list(set(l)))
",return sorted(list(set(l))),27,1,27.0,27,0,0,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval/35,human,"    m = l[0]
    for e in l:
        if e > m:
            m = e
    return m
","m = l[0]
for e in l:
    if e > m:
        m = e
return m",57,5,10.6,13,1,0,43,32,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
HumanEval/36,human,"    ns = []
    for i in range(n):
        if i % 11 == 0 or i % 13 == 0:
            ns.append(i)
    s = ''.join(list(map(str, ns)))
    ans = 0
    for c in s:
        ans += (c == '7')
    return ans
","ns = []
for i in range(n):
    if i % 11 == 0 or i % 13 == 0:
        ns.append(i)
s = ''.join(list(map(str, ns)))
ans = 0
for c in s:
    ans += (c == '7')
return ans",167,9,17.666666666666668,34,8,0,81,52,0,0,0,0,0,0,0,3,0,0,2,0,0,0,2,0,3,3,2.0,3,5,2,1,1,0,0,0,0,0,1,0,0,0,0,2,5,4,12,51.01955000865388,84.0,2.3333333333333335,196.0,10.88888888888889,0.028
HumanEval/37,human,"    evens = l[::2]
    odds = l[1::2]
    evens.sort()
    ans = []
    for e, o in zip(evens, odds):
        ans.extend([e, o])
    if len(evens) > len(odds):
        ans.append(evens[-1])
    return ans
","evens = l[::2]
odds = l[1::2]
evens.sort()
ans = []
for e, o in zip(evens, odds):
    ans.extend([e, o])
if len(evens) > len(odds):
    ans.append(evens[-1])
return ans",168,9,17.77777777777778,29,4,0,60,44,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,3,4.0,5,6,1,1,1,0,0,0,0,0,2,0,0,0,0,3,3,2,3,6.754887502163469,11.60964047443681,1.0,11.60964047443681,0.6449800263576005,0.0038698801581456034
HumanEval/38,human,"    return encode_cyclic(encode_cyclic(s))
",return encode_cyclic(encode_cyclic(s)),38,1,38.0,38,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval/39,human,"    import math

    def is_prime(p):
        if p < 2:
            return False
        for k in range(2, min(int(math.sqrt(p)) + 1, p - 1)):
            if p % k == 0:
                return False
        return True
    f = [0, 1]
    while True:
        f.append(f[-1] + f[-2])
        if is_prime(f[-1]):
            n -= 1
        if n == 0:
            return f[-1]
","import math

def is_prime(p):
    if p < 2:
        return False
    for k in range(2, min(int(math.sqrt(p)) + 1, p - 1)):
        if p % k == 0:
            return False
    return True
f = [0, 1]
while True:
    f.append(f[-1] + f[-2])
    if is_prime(f[-1]):
        n -= 1
    if n == 0:
        return f[-1]",312,16,19.8,57,13,1,163,128,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,3,1,1.0,1,6,2,4,4,0,0,0,0,1,1,0,0,1,0,2,4,6,13,63.61549134016113,135.93368043019473,4.615384615384615,627.3862173701294,34.85478985389608,0.04531122681006491
HumanEval/40,human,"    for i in range(len(l)):
        for j in range(i + 1, len(l)):
            for k in range(j + 1, len(l)):
                if l[i] + l[j] + l[k] == 0:
                    return True
    return False
","for i in range(len(l)):
    for j in range(i + 1, len(l)):
        for k in range(j + 1, len(l)):
            if l[i] + l[j] + l[k] == 0:
                return True
return False",178,6,28.833333333333332,39,3,0,88,64,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,1,0,0.0,0,6,3,1,2,0,0,0,0,0,0,0,0,0,0,0,5,2,9,30.529325012980813,51.89147427955947,1.1111111111111112,57.65719364395497,3.203177424664165,0.01729715809318649
HumanEval/41,human,"    return n**2
",return n**2,11,1,11.0,11,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
HumanEval/42,human,"    return [(e + 1) for e in l]
",return [(e + 1) for e in l],27,1,27.0,27,1,0,11,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,2,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
HumanEval/43,human,"    for i, l1 in enumerate(l):
        for j in range(i + 1, len(l)):
            if l1 + l[j] == 0:
                return True
    return False
","for i, l1 in enumerate(l):
    for j in range(i + 1, len(l)):
        if l1 + l[j] == 0:
            return True
return False",125,5,24.2,34,4,0,61,44,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,1,0,0.0,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,4,2,6,17.509775004326936,27.0,1.0,27.0,1.5,0.009
HumanEval/44,human,"    ret = """"
    while x > 0:
        ret = str(x % base) + ret
        x //= base
    return ret
","ret = """"
while x > 0:
    ret = str(x % base) + ret
    x //= base
return ret",77,5,14.6,29,1,0,42,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,5,19.60964047443681,38.03910001730775,3.2,121.72512005538482,6.762506669743601,0.012679700005769252
HumanEval/45,human,"    return a * h / 2.0
",return a * h / 2.0,18,1,18.0,18,2,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312
HumanEval/46,human,"    results = [0, 0, 2, 0]
    if n < 4:
        return results[n]

    for _ in range(4, n + 1):
        results.append(results[-1] + results[-2] + results[-3] + results[-4])
        results.pop(0)

    return results[-1]
","results = [0, 0, 2, 0]
if n < 4:
    return results[n]

for _ in range(4, n + 1):
    results.append(results[-1] + results[-2] + results[-3] + results[-4])
    results.pop(0)

return results[-1]",194,9,26.571428571428573,73,13,2,62,40,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,7.0,7,3,1,1,2,0,0,0,0,0,1,0,0,0,0,2,3,3,11,42.808635307173745,95.18387305144009,2.0454545454545454,194.69428578703653,10.816349210390918,0.03172795768381336
HumanEval/47,human,"    l = sorted(l)
    if len(l) % 2 == 1:
        return l[len(l) // 2]
    else:
        return (l[len(l) // 2 - 1] + l[len(l) // 2]) / 2.0
","l = sorted(l)
if len(l) % 2 == 1:
    return l[len(l) // 2]
else:
    return (l[len(l) // 2 - 1] + l[len(l) // 2]) / 2.0",120,5,23.2,54,8,0,49,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.0,1,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,6,11,53.563522809337215,98.09910819000817,4.363636363636363,428.06883573821744,23.781601985456525,0.03269970273000272
HumanEval/48,human,"    for i in range(len(text)):
        if text[i] != text[len(text) - 1 - i]:
            return False
    return True
","for i in range(len(text)):
    if text[i] != text[len(text) - 1 - i]:
        return False
return True",102,4,24.75,42,1,0,40,28,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0.0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,3,2,6,17.509775004326936,27.0,1.0,27.0,1.5,0.009
HumanEval/49,human,"    ret = 1
    for i in range(n):
        ret = (2 * ret) % p
    return ret
","ret = 1
for i in range(n):
    ret = (2 * ret) % p
return ret",61,4,14.5,23,2,0,32,20,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,3.0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312
HumanEval/50,human,"    return """".join([chr(((ord(ch) - 5 - ord(""a"")) % 26) + ord(""a"")) for ch in s])
","return """".join([chr(((ord(ch) - 5 - ord(""a"")) % 26) + ord(""a"")) for ch in s])",77,1,77.0,77,3,0,17,4,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0.0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,3,8,28.75488750216347,41.51317942364757,1.5,62.26976913547136,3.4594316186372978,0.01383772647454919
HumanEval/51,human,"    return """".join([s for s in text if s.lower() not in [""a"", ""e"", ""i"", ""o"", ""u""]])
","return """".join([s for s in text if s.lower() not in [""a"", ""e"", ""i"", ""o"", ""u""]])",79,1,79.0,79,0,0,18,4,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0.0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,2,3,1,2,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
